Geneid	Chr	Start	End	Strand	Length	IGV/SRR20959676_GSM6435908_C-PJI04_Staphylococcus_aureus_trimmed_R2.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959677_GSM6435907_C-PJI03_Staphylococcus_aureus_trimmed_R1.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959677_GSM6435907_C-PJI03_Staphylococcus_aureus_trimmed_R2.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959678_GSM6435906_C-PJI02_Staphylococcus_aureus_trimmed_R1.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959678_GSM6435906_C-PJI02_Staphylococcus_aureus_trimmed_R2.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959679_GSM6435905_C-PJI01_Staphylococcus_aureus_trimmed_R1.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959679_GSM6435905_C-PJI01_Staphylococcus_aureus_trimmed_R2.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959680_GSM6435904_A-PJI04_Staphylococcus_aureus_trimmed_R1.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959680_GSM6435904_A-PJI04_Staphylococcus_aureus_trimmed_R2.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959681_GSM6435903_A-PJI03_Staphylococcus_aureus_trimmed_R1.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959681_GSM6435903_A-PJI03_Staphylococcus_aureus_trimmed_R2.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959682_GSM6435902_A-PJI02_Staphylococcus_aureus_trimmed_R1.fastq.fastqAligned.sortedByCoord.out.bam
gene-SAOUHSC_01720	NC_007795.1	1624504	1624932	-	429	572	245	189	308	285	690	418	1107	804	260	170	731
gene-SAOUHSC_01721	NC_007795.1	1624936	1625196	-	261	691	207	210	261	288	671	666	1016	1022	221	212	556
gene-SAOUHSC_01722	NC_007795.1	1625259	1627889	-	2631	252	8	16	89	99	80	97	66	101	87	98	211
gene-SAOUHSC_01723	NC_007795.1	1628232	1630709	-	2478	40	13	24	29	62	11	18	9	18	13	20	55
gene-SAOUHSC_01724	NC_007795.1	1630711	1631379	-	669	7	3	5	4	4	0	0	1	4	0	0	11
gene-SAOUHSC_01727	NC_007795.1	1632959	1634101	-	1143	285	20	22	60	61	100	101	148	149	122	123	533
gene-SAOUHSC_01728	NC_007795.1	1634413	1635426	+	1014	431	29	36	7	16	148	150	266	266	60	59	179
gene-SAOUHSC_01729	NC_007795.1	1635663	1635809	-	147	0	0	0	0	7	0	0	0	0	0	0	0
gene-SAOUHSC_01730	NC_007795.1	1635849	1636031	-	183	3	0	0	0	0	0	1	0	0	7	0	0
gene-SAOUHSC_01734	NC_007795.1	1636639	1637913	+	1275	309	38	40	56	59	300	299	203	202	84	88	794
gene-SAOUHSC_01735	NC_007795.1	1638074	1638847	-	774	129	72	73	26	32	23	26	54	53	54	56	114
gene-SAOUHSC_01736	NC_007795.1	1638847	1638975	-	129	4	12	1	8	0	1	0	4	0	0	0	6
gene-SAOUHSC_01737	NC_007795.1	1639308	1641074	-	1767	111	12	11	84	94	46	46	35	35	32	33	246
gene-SAOUHSC_01738	NC_007795.1	1641090	1642352	-	1263	11	5	5	5	6	1	0	0	0	1	2	17
gene-SAOUHSC_01739	NC_007795.1	1642813	1643688	-	876	96	69	43	79	54	58	32	145	81	71	52	584
gene-SAOUHSC_01741	NC_007795.1	1643685	1644137	-	453	1013	252	270	93	115	305	315	739	781	344	370	1312
gene-SAOUHSC_01742	NC_007795.1	1644149	1646338	-	2190	367	137	142	56	73	298	301	380	385	200	208	1114
gene-SAOUHSC_01743	NC_007795.1	1646766	1647284	-	519	3	5	3	6	3	0	0	4	4	0	0	24
gene-SAOUHSC_01744	NC_007795.1	1647306	1649579	-	2274	35	13	22	33	37	6	59	22	52	19	23	73
gene-SAOUHSC_01746	NC_007795.1	1649782	1652061	-	2280	91	21	23	73	73	40	40	66	68	77	76	129
gene-SAOUHSC_01747	NC_007795.1	1652336	1652596	-	261	0	0	0	0	0	0	0	0	0	0	0	2
gene-SAOUHSC_01748	NC_007795.1	1652615	1653754	-	1140	240	98	94	77	85	92	95	158	157	144	141	215
gene-SAOUHSC_01749	NC_007795.1	1653777	1654802	-	1026	20	4	3	33	17	15	12	12	9	17	18	41
gene-SAOUHSC_01750	NC_007795.1	1654804	1655808	-	1005	58	11	7	123	107	31	17	31	23	51	44	170
gene-SAOUHSC_01751	NC_007795.1	1655840	1656442	-	603	56	36	35	85	89	40	34	42	40	29	38	164
gene-SAOUHSC_01752	NC_007795.1	1656456	1656911	-	456	17	7	9	28	24	24	23	15	18	4	4	25
gene-SAOUHSC_01753	NC_007795.1	1656924	1658216	-	1293	81	4	10	28	33	49	58	42	44	35	35	193
gene-SAOUHSC_01755	NC_007795.1	1658571	1658855	-	285	89	22	5	35	10	57	41	61	23	48	39	243
gene-SAOUHSC_01756	NC_007795.1	1658867	1659187	-	321	127	36	29	76	64	78	72	104	85	50	46	352
gene-SAOUHSC_01757	NC_007795.1	1659193	1659501	-	309	93	11	27	11	50	34	70	28	68	25	49	138
gene-SAOUHSC_01758	NC_007795.1	1659668	1660198	-	531	180	35	45	77	87	22	33	15	22	45	47	48
gene-SAOUHSC_01759	NC_007795.1	1660198	1661040	-	843	129	19	31	22	34	14	20	10	15	16	40	76
gene-SAOUHSC_01760	NC_007795.1	1661240	1661359	-	120	26	9	3	101	11	0	0	2	1	9	2	57
gene-SAOUHSC_01761	NC_007795.1	1661433	1661906	-	474	48	11	15	102	108	1	2	2	1	16	16	50
gene-SAOUHSC_01761a	NC_007795.1	1662066	1662263	+	198	0	8	11	0	3	0	0	0	0	0	0	6
gene-SAOUHSC_01762	NC_007795.1	1662380	1662664	-	285	7	3	0	6	3	0	0	0	0	0	0	1
gene-SAOUHSC_01763	NC_007795.1	1662732	1663388	-	657	4	1	1	6	4	0	0	3	2	7	6	8
gene-SAOUHSC_01764	NC_007795.1	1663415	1664122	-	708	2	2	2	4	5	2	4	2	3	3	8	1
gene-SAOUHSC_01765	NC_007795.1	1664224	1664334	+	111	0	0	0	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_01766	NC_007795.1	1664392	1665663	-	1272	78	59	58	75	77	54	53	114	110	139	137	74
gene-SAOUHSC_01767	NC_007795.1	1665676	1668306	-	2631	138	75	78	87	96	173	174	140	142	193	197	204
gene-SAOUHSC_01768	NC_007795.1	1668709	1669269	+	561	22	4	2	1	1	3	5	14	15	8	9	41
gene-SAOUHSC_01769	NC_007795.1	1669492	1670565	-	1074	96	34	35	366	311	280	273	195	192	217	217	2
gene-SAOUHSC_01770	NC_007795.1	1670599	1670700	-	102	16	2	8	10	36	84	127	30	77	41	50	0
gene-SAOUHSC_01771	NC_007795.1	1670761	1672047	-	1287	449	121	121	266	260	305	292	225	225	257	256	1050
gene-SAOUHSC_01772	NC_007795.1	1672095	1673069	-	975	210	18	18	101	107	58	56	44	41	44	51	109
gene-SAOUHSC_01773	NC_007795.1	1673072	1673740	-	669	14	3	3	5	6	1	0	2	1	4	4	4
gene-SAOUHSC_01774	NC_007795.1	1673762	1674688	-	927	39	17	7	37	22	20	18	20	12	19	13	89
gene-SAOUHSC_01775	NC_007795.1	1674730	1675545	-	816	20	5	2	26	32	10	11	20	26	20	25	36
gene-SAOUHSC_01776	NC_007795.1	1675567	1676913	-	1347	524	111	115	303	305	327	330	376	379	357	357	1682
gene-SAOUHSC_01777	NC_007795.1	1677130	1677720	-	591	13	13	14	0	6	10	10	6	4	0	0	41
gene-SAOUHSC_01778	NC_007795.1	1677874	1679136	-	1263	287	61	60	116	118	191	193	219	221	169	169	402
gene-SAOUHSC_01779	NC_007795.1	1679287	1680588	-	1302	32	5	5	43	43	16	16	7	7	7	6	120
gene-SAOUHSC_01780	NC_007795.1	1680636	1680746	-	111	0	0	0	0	0	1	0	0	0	0	0	0
gene-SAOUHSC_01781	NC_007795.1	1680751	1681680	-	930	3	3	0	17	4	0	0	12	2	7	0	4
gene-SAOUHSC_01782	NC_007795.1	1681699	1682307	-	609	0	0	1	0	0	0	0	0	2	0	0	0
gene-SAOUHSC_01783	NC_007795.1	1682384	1682485	+	102	0	0	0	6	4	5	3	1	0	3	0	8
gene-SAOUHSC_01784	NC_007795.1	1682449	1682805	-	357	6	0	0	14	15	5	6	2	4	6	7	9
gene-SAOUHSC_01785	NC_007795.1	1682852	1683052	-	201	9	0	0	3	3	0	1	0	0	0	0	2
gene-SAOUHSC_01786	NC_007795.1	1683081	1683608	-	528	57	3	3	6	6	14	15	20	20	14	19	29
gene-SAOUHSC_01787	NC_007795.1	1683837	1685330	-	1494	37	27	27	19	28	37	36	39	43	54	54	61
gene-SAOUHSC_01788	NC_007795.1	1685756	1687693	-	1938	403	70	69	222	227	617	613	245	241	636	638	1829
gene-SAOUHSC_01789	NC_007795.1	1687891	1688013	-	123	12	10	2	1	1	19	9	23	16	4	11	31
gene-SAOUHSC_01791	NC_007795.1	1688106	1689026	-	921	88	22	34	5	5	38	52	66	90	30	33	149
gene-SAOUHSC_01792	NC_007795.1	1689026	1690426	-	1401	134	52	49	108	98	54	55	121	120	83	82	286
gene-SAOUHSC_01793	NC_007795.1	1690427	1690897	-	471	6	3	3	29	29	4	4	18	18	5	7	433
gene-SAOUHSC_01794	NC_007795.1	1691107	1692132	-	1026	419	195	192	648	656	140	135	324	323	306	305	718
gene-SAOUHSC_01795	NC_007795.1	1692302	1692925	-	624	18	5	6	0	0	6	6	10	10	4	4	59
gene-SAOUHSC_01796	NC_007795.1	1692941	1693813	-	873	38	4	0	1	0	15	3	4	3	15	12	99
gene-SAOUHSC_01797	NC_007795.1	1693829	1696459	-	2631	224	48	47	68	63	106	104	124	126	136	138	637
gene-SAOUHSC_01798	NC_007795.1	1696753	1698240	-	1488	5	9	8	10	11	1	2	1	1	5	4	88
gene-SAOUHSC_01799	NC_007795.1	1698739	1700400	-	1662	221	68	67	122	127	84	84	197	198	249	251	382
gene-SAOUHSC_01800	NC_007795.1	1700400	1701104	-	705	0	0	0	12	12	0	0	6	6	6	7	21
gene-SAOUHSC_01801	NC_007795.1	1701494	1702762	-	1269	2874	582	549	2070	1974	927	904	1309	1248	1847	1777	4965
gene-SAOUHSC_01802	NC_007795.1	1702811	1703668	-	858	1567	361	349	1049	1062	567	560	711	732	728	731	2363
gene-SAOUHSC_01803	NC_007795.1	1704280	1705641	+	1362	296	126	93	95	48	188	171	239	236	274	251	543
gene-SAOUHSC_01806	NC_007795.1	1707966	1709723	-	1758	1498	230	231	623	625	1171	1165	1108	1110	678	673	1525
gene-SAOUHSC_01807	NC_007795.1	1709745	1710668	-	924	172	29	32	70	88	107	110	102	104	103	105	200
gene-SAOUHSC_01808	NC_007795.1	1710982	1711926	-	945	254	33	25	39	26	45	45	82	81	44	41	108
gene-SAOUHSC_01809	NC_007795.1	1711926	1712783	-	858	87	34	37	153	161	27	23	50	56	40	40	133
gene-SAOUHSC_01810	NC_007795.1	1712978	1714207	-	1230	173	26	28	56	85	48	53	51	65	53	59	163
gene-SAOUHSC_01811	NC_007795.1	1714657	1717854	-	3198	1196	587	571	862	897	466	460	1136	1116	732	724	1891
gene-SAOUHSC_01812	NC_007795.1	1717875	1718816	-	942	302	79	87	185	214	56	87	111	157	48	72	410
gene-SAOUHSC_01813	NC_007795.1	1719077	1720375	-	1299	100	23	28	37	39	30	49	48	85	44	44	373
gene-SAOUHSC_01814	NC_007795.1	1720580	1720993	+	414	113	29	29	68	70	61	65	111	110	32	32	183
gene-SAOUHSC_01815	NC_007795.1	1721298	1721987	-	690	33	14	17	6	7	26	26	22	27	16	17	98
gene-SAOUHSC_01816	NC_007795.1	1722162	1723217	+	1056	49	12	2	31	18	24	15	42	35	13	12	55
gene-SAOUHSC_01817	NC_007795.1	1723311	1723409	-	99	2	0	0	0	1	0	0	4	4	0	0	6
gene-SAOUHSC_01818	NC_007795.1	1723533	1724651	-	1119	718	206	198	280	279	293	287	522	524	309	311	823
gene-SAOUHSC_01819	NC_007795.1	1724792	1725292	+	501	3904	401	400	978	965	2749	2731	1981	1969	817	810	1808
gene-SAOUHSC_01820	NC_007795.1	1725538	1726740	-	1203	1345	521	311	387	402	504	484	1321	1166	1245	993	2192
gene-SAOUHSC_01821	NC_007795.1	1726828	1727775	-	948	177	24	236	173	184	12	43	58	219	42	308	82
gene-SAOUHSC_01822	NC_007795.1	1727898	1728392	-	495	186	43	38	52	22	65	64	141	134	57	51	211
gene-SAOUHSC_01823	NC_007795.1	1728490	1729260	-	771	59	2	4	94	114	21	22	52	58	32	33	76
gene-SAOUHSC_01824	NC_007795.1	1729304	1730527	-	1224	20	0	0	13	16	5	5	1	2	6	5	70
gene-SAOUHSC_01825	NC_007795.1	1730527	1731675	-	1149	3	0	1	0	4	0	1	3	5	3	3	2
gene-SAOUHSC_01826	NC_007795.1	1731824	1731964	+	141	0	0	0	0	0	1	0	0	0	0	0	0
gene-SAOUHSC_01827	NC_007795.1	1732038	1733732	-	1695	214	42	39	125	104	196	194	92	89	127	128	332
gene-SAOUHSC_01828	NC_007795.1	1733869	1734333	+	465	12	5	6	2	21	35	34	26	28	27	26	32
gene-SAOUHSC_01829	NC_007795.1	1734577	1735179	+	603	130	8	8	45	37	114	114	98	94	64	63	531
gene-SAOUHSC_01830	NC_007795.1	1735395	1736138	-	744	17	13	12	20	9	5	5	14	9	14	15	22
gene-SAOUHSC_01831	NC_007795.1	1736218	1736664	+	447	233	58	64	46	53	48	49	145	163	146	146	1092
gene-SAOUHSC_01832	NC_007795.1	1736778	1737938	+	1161	108	37	39	112	110	56	59	128	126	75	80	2175
gene-SAOUHSC_01833	NC_007795.1	1737925	1739529	+	1605	113	14	14	174	175	10	11	54	53	32	32	3157
gene-SAOUHSC_01834	NC_007795.1	1739623	1739718	+	96	0	0	0	0	0	0	0	0	1	0	2	2
gene-SAOUHSC_01835	NC_007795.1	1739679	1740809	-	1131	21	1	1	9	10	6	5	11	11	7	6	26
gene-SAOUHSC_01836	NC_007795.1	1740916	1742382	-	1467	59	18	19	34	35	35	36	68	71	54	53	124
gene-SAOUHSC_01837	NC_007795.1	1742510	1743127	-	618	1	0	1	1	3	0	0	3	2	0	0	11
gene-SAOUHSC_01838	NC_007795.1	1743299	1744573	+	1275	69	24	24	15	14	51	50	58	59	45	47	255
gene-SAOUHSC_01839	NC_007795.1	1744667	1745929	-	1263	5	8	0	4	4	3	2	2	1	5	5	26
gene-SAOUHSC_01840	NC_007795.1	1746311	1747216	+	906	0	1	5	2	3	3	62	0	112	2	7	0
gene-SAOUHSC_01841	NC_007795.1	1747196	1747288	-	93	0	0	0	0	0	0	0	0	0	2	0	0
gene-SAOUHSC_01843	NC_007795.1	1747419	1750106	-	2688	13	8	7	7	8	4	19	4	7	9	7	19
gene-SAOUHSC_01844	NC_007795.1	1750105	1750194	+	90	0	0	0	0	0	0	0	0	0	0	0	1
gene-SAOUHSC_01845	NC_007795.1	1750440	1752107	-	1668	307	51	50	193	198	511	514	233	234	170	166	1806
gene-SAOUHSC_01846	NC_007795.1	1752547	1754253	-	1707	195	59	61	348	345	403	404	822	818	144	144	828
gene-SAOUHSC_01847	NC_007795.1	1754422	1755054	+	633	45	26	26	51	52	26	23	30	36	18	22	233
gene-SAOUHSC_01849	NC_007795.1	1755079	1756248	+	1170	149	19	20	132	124	41	40	82	79	51	46	255
gene-SAOUHSC_01850	NC_007795.1	1756346	1757335	-	990	14	8	8	6	5	12	14	37	44	38	41	119
gene-SAOUHSC_01851	NC_007795.1	1757408	1757521	-	114	0	0	0	0	2	0	0	0	0	0	0	0
gene-SAOUHSC_01852	NC_007795.1	1757875	1758966	-	1092	22	8	7	20	27	2	3	11	12	6	15	40
gene-SAOUHSC_01853	NC_007795.1	1759427	1759531	-	105	0	0	0	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_01854	NC_007795.1	1759666	1761183	-	1518	63	16	17	75	78	27	31	75	69	120	120	156
gene-SAOUHSC_01855	NC_007795.1	1761257	1761748	-	492	110	45	45	131	130	83	83	70	70	95	98	208
gene-SAOUHSC_01856	NC_007795.1	1761822	1763135	-	1314	304	133	134	267	262	58	61	117	120	298	297	524
gene-SAOUHSC_01857	NC_007795.1	1763159	1766983	-	3825	616	256	253	166	171	419	417	381	376	504	506	771
gene-SAOUHSC_01858	NC_007795.1	1767004	1767600	-	597	7	5	5	4	0	12	6	2	4	6	8	6
gene-SAOUHSC_01859	NC_007795.1	1767629	1768486	-	858	9	4	5	1	7	15	15	4	5	1	7	21
gene-SAOUHSC_01860	NC_007795.1	1768586	1768897	-	312	4	0	0	8	1	3	4	11	11	3	3	81
gene-SAOUHSC_01861	NC_007795.1	1768962	1770038	-	1077	331	113	112	381	387	218	216	271	270	145	145	1398
gene-SAOUHSC_01863	NC_007795.1	1770125	1770436	+	312	5	4	4	18	18	0	0	5	5	3	3	6
gene-SAOUHSC_01864	NC_007795.1	1770561	1771403	-	843	3	0	0	0	1	1	0	2	2	3	3	34
gene-SAOUHSC_01865	NC_007795.1	1771873	1772517	-	645	563	43	38	111	114	59	56	162	154	134	135	353
gene-SAOUHSC_01866	NC_007795.1	1772532	1773257	-	726	480	48	48	96	111	72	75	119	119	95	88	163
gene-SAOUHSC_01867	NC_007795.1	1773873	1774721	-	849	136	43	41	1060	1054	94	90	111	108	85	84	240
gene-SAOUHSC_01868	NC_007795.1	1774725	1776134	-	1410	39	16	16	55	219	31	31	24	30	24	25	171
gene-SAOUHSC_01869	NC_007795.1	1776998	1777420	-	423	9	0	0	18	2	0	0	3	0	7	0	18
gene-SAOUHSC_01870	NC_007795.1	1777437	1778132	-	696	154	14	4	125	115	0	0	22	19	102	94	77
gene-SAOUHSC_01871	NC_007795.1	1778129	1779790	-	1662	50	29	29	88	99	34	37	36	36	40	40	124
gene-SAOUHSC_01872	NC_007795.1	1780197	1781465	+	1269	48	0	7	34	55	2	18	22	38	9	32	49
gene-SAOUHSC_01873	NC_007795.1	1781582	1788142	-	6561	58	9	11	64	97	26	23	16	19	39	36	55
gene-SAOUHSC_01874	NC_007795.1	1788485	1788796	-	312	7	1	0	12	20	0	0	2	1	7	7	7
gene-SAOUHSC_01875	NC_007795.1	1788818	1791235	-	2418	117	24	28	37	51	31	35	59	57	26	29	94
gene-SAOUHSC_01876	NC_007795.1	1791523	1792704	-	1182	57	23	36	45	41	40	39	37	38	19	22	96
gene-SAOUHSC_01877	NC_007795.1	1792814	1793767	+	954	21	10	9	12	10	8	10	44	43	13	14	116
gene-SAOUHSC_01878	NC_007795.1	1793764	1794327	+	564	11	0	0	5	5	5	4	11	5	0	0	30
gene-SAOUHSC_01879	NC_007795.1	1794447	1794848	-	402	7	6	6	2	2	4	5	7	7	7	7	89
gene-SAOUHSC_01882	NC_007795.1	1796427	1797254	-	828	31	25	25	70	70	18	17	21	21	30	29	18
gene-SAOUHSC_01883	NC_007795.1	1797257	1797376	-	120	0	0	2	0	0	0	0	0	0	1	1	1
gene-SAOUHSC_01884	NC_007795.1	1797488	1798489	+	1002	99	17	17	34	34	26	26	61	60	30	30	117
gene-SAOUHSC_01886	NC_007795.1	1798611	1799075	-	465	5	0	0	1	0	0	0	13	16	11	15	12
gene-SAOUHSC_01887	NC_007795.1	1799088	1800269	-	1182	22	3	6	4	5	59	60	30	30	14	16	100
gene-SAOUHSC_01888	NC_007795.1	1800280	1800912	-	633	33	6	6	62	58	61	59	36	31	9	9	47
gene-SAOUHSC_01889	NC_007795.1	1800919	1801923	-	1005	40	5	8	49	50	126	66	44	34	11	10	202
gene-SAOUHSC_01890	NC_007795.1	1802443	1803945	-	1503	3	1	1	3	8	0	1	0	0	2	3	5
gene-SAOUHSC_01891	NC_007795.1	1804468	1804782	+	315	7	0	1	5	5	0	5	0	4	0	11	3
gene-SAOUHSC_01893	NC_007795.1	1804782	1806074	+	1293	27	0	0	14	5	18	19	13	13	19	20	17
gene-SAOUHSC_01894	NC_007795.1	1806092	1806487	+	396	0	0	0	0	0	0	0	0	0	0	0	2
gene-SAOUHSC_01895	NC_007795.1	1806782	1807636	-	855	131	36	36	70	68	82	82	197	199	98	98	242
gene-SAOUHSC_01896	NC_007795.1	1807912	1808136	-	225	4	0	0	0	0	0	1	1	0	0	0	2
gene-SAOUHSC_01897	NC_007795.1	1808335	1808805	+	471	1	0	0	0	2	0	0	5	2	2	1	3
gene-SAOUHSC_01898	NC_007795.1	1808918	1809361	+	444	6	0	1	6	5	0	0	4	7	6	7	8
gene-SAOUHSC_01899	NC_007795.1	1809348	1809791	-	444	6	0	5	6	0	0	0	2	6	6	6	12
gene-SAOUHSC_01900	NC_007795.1	1810087	1810722	+	636	10	7	2	0	0	4	1	1	1	3	3	3
gene-SAOUHSC_01901	NC_007795.1	1811162	1811875	-	714	80	3	2	4	4	20	20	44	44	46	46	211
gene-SAOUHSC_01902	NC_007795.1	1812135	1812437	+	303	0	3	0	0	0	1	0	0	0	2	0	0
gene-SAOUHSC_01903	NC_007795.1	1812693	1813058	+	366	3	0	0	1	0	1	1	0	0	1	1	1
gene-SAOUHSC_01904	NC_007795.1	1813055	1813408	+	354	5	0	0	1	0	0	0	0	0	1	0	3
gene-SAOUHSC_01907	NC_007795.1	1815492	1816325	-	834	32	3	3	24	29	39	39	38	38	7	7	33
gene-SAOUHSC_01908	NC_007795.1	1816537	1817445	-	909	32	14	15	12	12	6	7	10	9	13	12	39
gene-SAOUHSC_01909	NC_007795.1	1817570	1818763	-	1194	40	13	15	5	2	28	28	22	22	29	29	94
gene-SAOUHSC_01910	NC_007795.1	1819134	1820726	+	1593	1779	305	307	904	885	2509	2501	2062	2064	790	791	7035
gene-SAOUHSC_01911	NC_007795.1	1820862	1821347	-	486	0	0	0	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_01912	NC_007795.1	1821722	1822468	-	747	40	17	18	14	7	11	13	17	16	37	38	3
gene-SAOUHSC_01913	NC_007795.1	1822473	1822946	-	474	3	0	0	0	1	4	4	10	7	10	9	2
gene-SAOUHSC_01914	NC_007795.1	1823012	1823269	+	258	78	21	13	69	37	54	47	59	48	37	31	61
gene-SAOUHSC_01915	NC_007795.1	1823266	1824267	-	1002	148	34	34	71	64	64	58	80	69	82	82	259
gene-SAOUHSC_01916	NC_007795.1	1824272	1825750	-	1479	96	10	9	27	37	31	31	24	28	38	40	100
gene-SAOUHSC_01917	NC_007795.1	1825909	1826364	-	456	0	0	0	0	1	0	0	0	1	0	0	0
gene-SAOUHSC_01918	NC_007795.1	1826667	1827317	+	651	549	219	213	364	463	1269	1272	1030	1041	341	344	4925
gene-SAOUHSC_01919	NC_007795.1	1827398	1828393	+	996	1617	362	358	683	690	1147	1129	730	713	422	422	4303
gene-SAOUHSC_01920	NC_007795.1	1828469	1829095	+	627	1	0	2	0	0	0	0	0	0	0	1	3
gene-SAOUHSC_01921	NC_007795.1	1829136	1829480	+	345	0	3	0	16	1	4	3	4	0	1	0	1
gene-SAOUHSC_01922	NC_007795.1	1829578	1830129	+	552	10	1	0	0	3	4	4	1	3	0	0	5
gene-SAOUHSC_01923	NC_007795.1	1830347	1830988	-	642	2	0	0	0	0	1	1	0	1	3	3	0
gene-SAOUHSC_01924	NC_007795.1	1831102	1831287	-	186	0	0	0	0	0	0	0	0	0	1	0	4
gene-SAOUHSC_01925	NC_007795.1	1831289	1831465	-	177	0	0	1	0	0	0	0	0	0	1	1	4
gene-SAOUHSC_01926	NC_007795.1	1831476	1831859	-	384	0	0	0	5	5	0	0	0	0	16	15	1
gene-SAOUHSC_01928	NC_007795.1	1832463	1832606	-	144	0	1	0	2	0	1	0	1	0	0	0	0
gene-SAOUHSC_01929	NC_007795.1	1833027	1833128	+	102	0	0	0	0	1	0	0	10	0	0	0	0
gene-SAOUHSC_01930	NC_007795.1	1833476	1833835	-	360	0	0	0	0	1	0	0	0	0	0	0	0
gene-SAOUHSC_01931	NC_007795.1	1834373	1838485	-	4113	2	1	3	1	1	2	2	0	2	3	1	3
gene-SAOUHSC_01932	NC_007795.1	1839335	1840534	-	1200	1	0	0	1	0	0	2	2	3	0	2	4
gene-SAOUHSC_01933	NC_007795.1	1840527	1842266	-	1740	53	8	14	0	2	18	18	20	16	3	4	98
gene-SAOUHSC_01934	NC_007795.1	1842247	1842381	-	135	1	0	0	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_01935	NC_007795.1	1842446	1843165	-	720	0	0	0	0	0	0	0	1	1	0	0	0
gene-SAOUHSC_01936	NC_007795.1	1843316	1844032	-	717	0	0	0	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_01937	NC_007795.1	1844134	1844241	+	108	0	1	0	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_01938	NC_007795.1	1844190	1844909	-	720	1	1	0	0	0	0	0	2	3	0	0	0
gene-SAOUHSC_01939	NC_007795.1	1845030	1845749	-	720	9	0	0	0	0	0	0	1	0	10	10	3
gene-SAOUHSC_01941	NC_007795.1	1845807	1846529	-	723	8	0	0	0	0	0	0	0	0	4	2	4
gene-SAOUHSC_01942	NC_007795.1	1846654	1847361	-	708	1	1	1	0	1	0	0	0	1	0	0	2
gene-SAOUHSC_01944	NC_007795.1	1848325	1848891	+	567	0	1	0	0	0	0	0	1	0	0	0	0
gene-SAOUHSC_01945	NC_007795.1	1849365	1850063	-	699	0	0	0	1	0	0	1	1	0	2	3	0
gene-SAOUHSC_01947	NC_007795.1	1850060	1850821	-	762	1	0	0	0	0	0	0	1	1	0	1	0
gene-SAOUHSC_01948	NC_007795.1	1850818	1851510	-	693	70	1	26	0	0	1	55	1	62	1	81	0
gene-SAOUHSC_01949	NC_007795.1	1851533	1852906	-	1374	1	0	2	2	20	0	1	0	0	0	0	0
gene-SAOUHSC_01950	NC_007795.1	1852916	1853434	-	519	1	0	0	1	0	0	0	0	0	0	0	0
gene-SAOUHSC_01951	NC_007795.1	1853450	1854694	-	1245	45	0	25	1	56	0	45	0	40	1	50	4
gene-SAOUHSC_01952	NC_007795.1	1854687	1857680	-	2994	3	3	2	2	0	0	1	1	3	1	0	1
gene-SAOUHSC_01953	NC_007795.1	1857745	1857888	-	144	0	0	0	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_01954	NC_007795.1	1859010	1859993	-	984	6	3	3	0	0	0	1	1	1	4	3	2
gene-SAOUHSC_01955	NC_007795.1	1859995	1860900	-	906	0	4	4	0	0	2	2	2	2	0	2	7
gene-SAOUHSC_01956	NC_007795.1	1861729	1862268	+	540	1	6	2	4	0	2	0	3	3	0	1	2
gene-SAOUHSC_01957	NC_007795.1	1862281	1863069	+	789	1	21	1	16	4	10	3	5	1	5	2	2
gene-SAOUHSC_T00050	NC_007795.1	1864312	1864400	-	89	0	0	0	0	1	1	0	1	0	3	0	8
gene-SAOUHSC_T00019	NC_007795.1	1864455	1864526	-	72	2	0	0	0	0	10	1	7	0	2	3	31
gene-SAOUHSC_T0009	NC_007795.1	1864528	1864602	-	75	40	4	0	1	0	12	7	12	7	4	4	36
gene-SAOUHSC_T00022	NC_007795.1	1864617	1864690	-	74	42	7	4	4	0	31	10	20	10	8	5	50
gene-SAOUHSC_T00026	NC_007795.1	1864706	1864781	-	76	71	12	4	5	4	28	18	16	17	14	7	47
gene-SAOUHSC_T00042	NC_007795.1	1864795	1864867	-	73	55	12	3	1	4	24	29	14	17	12	16	47
gene-SAOUHSC_T00012	NC_007795.1	1864884	1864959	-	76	47	9	18	0	5	2	33	2	18	4	17	7
gene-SAOUHSC_T00038	NC_007795.1	1864981	1865054	-	74	5	0	15	0	1	0	4	0	5	1	3	0
gene-SAOUHSC_01958	NC_007795.1	1865526	1866080	-	555	0	0	0	0	0	0	0	0	0	0	0	3
